name,path,llava_resp,[Q1],[Q2],[Q3],[Q4],[Q5],[Q6],[Q7],predict,actual
covid_memes_5545.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5545.png,"Q1: The meme is a stitched image of a political meeting with a caption that reads ""They did it in the real life.""
Q2: The explicit relationship between the text and image is that the stitched image is meant to represent a political meeting, and the caption is a commentary on the content of the meeting.
Q3: Yes
Q4: Potentially malicious
Q5: The meme uses loaded language, exaggeration, and minimization to create a sense of fear and prejudice against a specific political figure.
Q6: The intended impact of the meme is to create a negative perception of the political figure and to influence public opinion against them.
Q7: Harmful",,,,,,,,-1,1
covid_memes_5546.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5546.png,"[Q1]: The meme contains a fish with a funny face and a caption that says ""don't be afraid of covfefe. Also trump.""
[Q2]: The text is related to the image, as it is a caption that is placed above the fish.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to be humorous and to make a statement about the president.
[Q7]: Harmful."," The meme contains a fish with a funny face and a caption that says ""don't be afraid of covfefe. Also trump."""," The text is related to the image, as it is a caption that is placed above the fish."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to be humorous and to make a statement about the president., Harmful.,1,1
covid_memes_5548.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5548.png,"[Q1]: The meme contains a cartoon of a skeleton pointing at a person with the words ""When you insult Trump and people respond by spamming you with anti-Biden memes.""
[Q2]: The explicit relationship between the text and image is that the skeleton represents a negative reaction to the insult of Trump, while the anti-Biden memes represent the response to the insult.
[Q3]: Yes, the meme is a stitching image combining the skeleton pointing at the person with the anti-Biden memes.
[Q4]: The meme uses the ""Whataboutism"" propaganda technique, which is potentially malicious.
[Q5]: The ""Whataboutism"" technique is closely related to individuals and organizations, as it shifts the focus from the original issue to a perceived hypocrisy or double standard.
[Q6]: The intended impact of the meme is to provoke a negative reaction to the insult of Trump and to undermine the credibility of those who support him.
[Q7]: Harmful."," The meme contains a cartoon of a skeleton pointing at a person with the words ""When you insult Trump and people respond by spamming you with anti-Biden memes."""," The explicit relationship between the text and image is that the skeleton represents a negative reaction to the insult of Trump, while the anti-Biden memes represent the response to the insult."," Yes, the meme is a stitching image combining the skeleton pointing at the person with the anti-Biden memes."," The meme uses the ""Whataboutism"" propaganda technique, which is potentially malicious."," The ""Whataboutism"" technique is closely related to individuals and organizations, as it shifts the focus from the original issue to a perceived hypocrisy or double standard.", The intended impact of the meme is to provoke a negative reaction to the insult of Trump and to undermine the credibility of those who support him., Harmful.,1,1
covid_memes_5550.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5550.png,"[Q1]: The meme is a picture of a man with a funny facial expression.
[Q2]: The image is a stitched together picture of a man with a funny facial expression.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of the meme is to create humor and entertainment.
[Q7]: Harmful", The meme is a picture of a man with a funny facial expression., The image is a stitched together picture of a man with a funny facial expression., Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion", The intended impact of the meme is to create humor and entertainment., Harmful,1,1
covid_memes_5551.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5551.png,"[Q1]: A meme of a man with a snake on his head.
[Q2]: The image is a stitching of two images, one of a man and one of a snake. The text is a quote from a religious figure.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, appeal to authority, thought-terminating cliches, repetition, exaggeration/minimization, slogans, bandwagon, appeal to strong emotions, transfer.
[Q6]: The intended impact is to spread a religious message and to influence the beliefs of the viewers.
[Q7]: Harmful", A meme of a man with a snake on his head.," The image is a stitching of two images, one of a man and one of a snake. The text is a quote from a religious figure.", Yes, Potentially malicious," Loaded language, appeal to authority, thought-terminating cliches, repetition, exaggeration/minimization, slogans, bandwagon, appeal to strong emotions, transfer.", The intended impact is to spread a religious message and to influence the beliefs of the viewers., Harmful,1,0
covid_memes_5553.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5553.png,"[Q1]: The meme contains a picture of a man on a laptop and a message about the Nigerian Prince.
[Q2]: The image is a stitched image of a man on a laptop with a message about the Nigerian Prince.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of the meme is to deceive individuals into thinking they can make money by responding to the message, potentially leading to financial loss.
[Q7]: Harmful", The meme contains a picture of a man on a laptop and a message about the Nigerian Prince., The image is a stitched image of a man on a laptop with a message about the Nigerian Prince., Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion"," The intended impact of the meme is to deceive individuals into thinking they can make money by responding to the message, potentially leading to financial loss.", Harmful,1,1
covid_memes_5554.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5554.png,"[Q1]: The meme contains a picture of a man with a funny facial expression and a caption that reads ""Trump got the most votes ever in favor of impeachment a record breaker!""
[Q2]: The text is related to the image, as it describes the content of the picture and adds a humorous twist to it.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to make people laugh and make a humorous commentary on the current political situation.
[Q7]: Harmful."," The meme contains a picture of a man with a funny facial expression and a caption that reads ""Trump got the most votes ever in favor of impeachment a record breaker!"""," The text is related to the image, as it describes the content of the picture and adds a humorous twist to it."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to make people laugh and make a humorous commentary on the current political situation., Harmful.,1,1
covid_memes_5555.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5555.png,"[Q1]: The meme contains a picture of a man with the words ""WHO. Quarantines millions of people in their homes to stop the spread of Covid-19. Pornhub Execs.""
[Q2]: The explicit relationship between the text and image is that the text describes the actions taken by the World Health Organization to combat the spread of Covid-19, while the image shows a man in a similar situation.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: The meme uses loaded language and exaggeration to create a sense of fear and prejudice against the World Health Organization.
[Q6]: The intended impact of the meme is to create a negative perception of the World Health Organization and to spread misinformation about their actions during the Covid-19 pandemic.
[Q7]: Harmful"," The meme contains a picture of a man with the words ""WHO. Quarantines millions of people in their homes to stop the spread of Covid-19. Pornhub Execs."""," The explicit relationship between the text and image is that the text describes the actions taken by the World Health Organization to combat the spread of Covid-19, while the image shows a man in a similar situation.", Yes, Potentially malicious, The meme uses loaded language and exaggeration to create a sense of fear and prejudice against the World Health Organization., The intended impact of the meme is to create a negative perception of the World Health Organization and to spread misinformation about their actions during the Covid-19 pandemic., Harmful,1,0
covid_memes_5556.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5556.png,"[Q1]: The meme is a picture of Thor from the Marvel Cinematic Universe.
[Q2]: The text is a quote from the character Thor, ""That's what heroes do!""
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to entertain and amuse the viewer.
[Q7]: Non-harmful.", The meme is a picture of Thor from the Marvel Cinematic Universe.," The text is a quote from the character Thor, ""That's what heroes do!""", No, No, No, The intended impact of the meme is to entertain and amuse the viewer., Non-harmful.,0,0
covid_memes_5557.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5557.png,"[Q1]: The meme contains the words ""well, if it isn't the consequences of my own actions"" and a picture of a sign.
[Q2]: The text is related to the image, as it is written on a sign.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to make the reader reflect on their actions and the consequences they may have faced.
[Q7]: Non-harmful"," The meme contains the words ""well, if it isn't the consequences of my own actions"" and a picture of a sign."," The text is related to the image, as it is written on a sign.", No, No, No, The intended impact of the meme is to make the reader reflect on their actions and the consequences they may have faced., Non-harmful,0,1
covid_memes_5558.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5558.png,"[Q1]: The meme contains a picture of Jesus with the words ""Obama kicked me out"" written below.
[Q2]: The explicit relationship between the text and image is that the text is a statement about President Obama, while the image is a picture of Jesus.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to make a political statement about President Obama.
[Q7]: Harmful."," The meme contains a picture of Jesus with the words ""Obama kicked me out"" written below."," The explicit relationship between the text and image is that the text is a statement about President Obama, while the image is a picture of Jesus."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to make a political statement about President Obama., Harmful.,1,1
covid_memes_5559.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5559.png,"[Q1]: The meme contains a picture of Donald Trump and a picture of a virus.
[Q2]: The explicit relationship between the text and image is that the text is describing the meme as a ""Who would win"" scenario between Trump and the virus.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to create a humorous or satirical comparison between Trump and the virus.
[Q7]: Non-harmful.", The meme contains a picture of Donald Trump and a picture of a virus.," The explicit relationship between the text and image is that the text is describing the meme as a ""Who would win"" scenario between Trump and the virus."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to create a humorous or satirical comparison between Trump and the virus., Non-harmful.,0,1
covid_memes_5560.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5560.png,"[Q1]: The meme is a political statement about Trump's administration.
[Q2]: The text is related to the image of Trump.
[Q3]: Yes, the meme is a stitching image.
[Q4]: No.
[Q5]: No.
[Q6]: The intended impact is to criticize Trump's administration.
[Q7]: Harmful.", The meme is a political statement about Trump's administration., The text is related to the image of Trump.," Yes, the meme is a stitching image.", No., No., The intended impact is to criticize Trump's administration., Harmful.,1,1
covid_memes_5562.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5562.png,"[Q1]: The meme is a political cartoon featuring a character wearing a red hat and a black cape, with the words ""Evil Snicker"" written below.
[Q2]: The explicit relationship between the text and image is that the character is a representation of a political figure, and the words ""Evil Snicker"" are a play on words that suggest the character is evil.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to make a political statement and to express an opinion about a particular political figure.
[Q7]: Non-harmful."," The meme is a political cartoon featuring a character wearing a red hat and a black cape, with the words ""Evil Snicker"" written below."," The explicit relationship between the text and image is that the character is a representation of a political figure, and the words ""Evil Snicker"" are a play on words that suggest the character is evil."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to make a political statement and to express an opinion about a particular political figure., Non-harmful.,0,1
covid_memes_5563.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5563.png,"[Q1]: The meme contains a picture of a man with the words ""China"" and ""China"" written below it.
[Q2]: The explicit relationship between the text and image is that the text is a repetition of the word ""China"" with the image of a man underneath it.
[Q3]: No.
[Q4]: No.
[Q5]: No.
[Q6]: The intended impact of the meme is to create a negative association with China and to spread misinformation about the country.
[Q7]: Harmful."," The meme contains a picture of a man with the words ""China"" and ""China"" written below it."," The explicit relationship between the text and image is that the text is a repetition of the word ""China"" with the image of a man underneath it.", No., No., No., The intended impact of the meme is to create a negative association with China and to spread misinformation about the country., Harmful.,1,1
covid_memes_5564.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5564.png,"[Q1]: The meme contains a sign that says ""Welcome Vaccination Site"" and a picture of a man in a police uniform.
[Q2]: The explicit relationship between the text and image is that the sign is welcoming people to a vaccination site, while the man in the police uniform is a symbol of authority or enforcement.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to encourage people to get vaccinated by associating the vaccination site with a positive authority figure, such as a police officer.
[Q7]: Non-harmful."," The meme contains a sign that says ""Welcome Vaccination Site"" and a picture of a man in a police uniform."," The explicit relationship between the text and image is that the sign is welcoming people to a vaccination site, while the man in the police uniform is a symbol of authority or enforcement."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques."," The intended impact of the meme is to encourage people to get vaccinated by associating the vaccination site with a positive authority figure, such as a police officer.", Non-harmful.,0,0
covid_memes_5565.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5565.png,"[Q1]: The meme contains a quote from Trump and a graphic of a virus.
[Q2]: The text is related to the image, as it is a quote from Trump about eliminating the corona virus.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to spread misinformation and fear about the corona virus.
[Q7]: Harmful.", The meme contains a quote from Trump and a graphic of a virus.," The text is related to the image, as it is a quote from Trump about eliminating the corona virus."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to spread misinformation and fear about the corona virus., Harmful.,1,1
covid_memes_5566.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5566.png,"[Q1]: The meme contains a quote from the Bible and an image of President Trump.
[Q2]: The text is related to the image, suggesting that the President is doing more to stop voting than getting it.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to criticize President Trump's actions and suggest that he is not doing enough to stop voting.
[Q7]: Non-harmful.", The meme contains a quote from the Bible and an image of President Trump.," The text is related to the image, suggesting that the President is doing more to stop voting than getting it."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to criticize President Trump's actions and suggest that he is not doing enough to stop voting., Non-harmful.,0,1
covid_memes_5567.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5567.png,"[Q1]: The meme contains a picture of a smiling man with the words ""Hydrochloric acid"" written below him.
[Q2]: The text is a joke about the president, suggesting that he is smiling because he is happy to be president.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to make people laugh and make a joke about the president.
[Q7]: Non-harmful"," The meme contains a picture of a smiling man with the words ""Hydrochloric acid"" written below him."," The text is a joke about the president, suggesting that he is smiling because he is happy to be president.", No, No, No, The intended impact of the meme is to make people laugh and make a joke about the president., Non-harmful,0,1
covid_memes_5569.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5569.png,"[Q1]: The meme contains a picture of a president and a message about him.
[Q2]: The explicit relationship between the text and image is that the image is of the president and the text is about him.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to share information and opinions about the president.
[Q7]: Non-harmful.", The meme contains a picture of a president and a message about him., The explicit relationship between the text and image is that the image is of the president and the text is about him.," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to share information and opinions about the president., Non-harmful.,0,1
covid_memes_5570.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5570.png,"[Q1]: The meme is a picture of a man with the words ""How I feel when NCOs watch us work.""
[Q2]: The text is related to the image, as it describes the man's feelings when NCOs are watching him work.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to express the man's feelings when NCOs are watching him work.
[Q7]: Non-harmful."," The meme is a picture of a man with the words ""How I feel when NCOs watch us work."""," The text is related to the image, as it describes the man's feelings when NCOs are watching him work."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to express the man's feelings when NCOs are watching him work., Non-harmful.,0,0
covid_memes_5571.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5571.png,"[Q1]: The meme contains a picture of a man in a suit and a quote that says ""In reality, they're not after me. They're after you.""
[Q2]: The explicit relationship between the text and image is that the man in the suit represents the president, and the quote implies that the president is warning people about something.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to warn people about something, but it is not clear what that something is.
[Q7]: Non-harmful."," The meme contains a picture of a man in a suit and a quote that says ""In reality, they're not after me. They're after you."""," The explicit relationship between the text and image is that the man in the suit represents the president, and the quote implies that the president is warning people about something."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques."," The intended impact of the meme is to warn people about something, but it is not clear what that something is.", Non-harmful.,0,0
covid_memes_5572.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5572.png,"[Q1]: The meme is a stitching image of a man pointing at a clock with a blue background.
[Q2]: The explicit relationship between the text and image is that the man is pointing at a clock, which is a symbol of time.
[Q3]: Yes, the meme is a stitching image.
[Q4]: No.
[Q5]: No.
[Q6]: The intended impact of the meme is to make a statement about time and its importance.
[Q7]: Non-harmful.", The meme is a stitching image of a man pointing at a clock with a blue background.," The explicit relationship between the text and image is that the man is pointing at a clock, which is a symbol of time."," Yes, the meme is a stitching image.", No., No., The intended impact of the meme is to make a statement about time and its importance., Non-harmful.,0,1
covid_memes_5575.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5575.png,"[Q1]: The meme contains a sign with the words ""Hawaii is safe. I have the cure for Covid-19!""
[Q2]: The explicit relationship between the text and image is that the sign is being held by a man, who is also holding a sign that says ""Hawaii is safe. I have the cure for Covid-19!""
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to spread misinformation and create confusion about the safety of Hawaii and the availability of a cure for Covid-19.
[Q7]: Harmful"," The meme contains a sign with the words ""Hawaii is safe. I have the cure for Covid-19!"""," The explicit relationship between the text and image is that the sign is being held by a man, who is also holding a sign that says ""Hawaii is safe. I have the cure for Covid-19!""", No, No, No, The intended impact of the meme is to spread misinformation and create confusion about the safety of Hawaii and the availability of a cure for Covid-19., Harmful,1,1
covid_memes_5577.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5577.png,"[Q1]: The meme contains a picture of a man with the words ""Donald Trump's incompetence is becoming all too apparent as of 2/29. He thinks there are 15 US cases of Covid-19.""
[Q2]: The text is related to the image, describing the president's perceived incompetence and the number of cases of Covid-19.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to criticize the president's handling of the Covid-19 pandemic and to suggest that he is incompetent.
[Q7]: Harmful"," The meme contains a picture of a man with the words ""Donald Trump's incompetence is becoming all too apparent as of 2/29. He thinks there are 15 US cases of Covid-19."""," The text is related to the image, describing the president's perceived incompetence and the number of cases of Covid-19.", No, No, No, The intended impact of the meme is to criticize the president's handling of the Covid-19 pandemic and to suggest that he is incompetent., Harmful,1,1
covid_memes_5579.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5579.png,"[Q1]: The meme is a collage of photos of a band with the words ""I'm no expert on Covid-19 but this is the cure.""
[Q2]: The text is a statement that the band members are the cure for Covid-19.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact of the meme is to create a sense of humor and to suggest that the band members can cure Covid-19.
[Q7]: Harmful"," The meme is a collage of photos of a band with the words ""I'm no expert on Covid-19 but this is the cure.""", The text is a statement that the band members are the cure for Covid-19., Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion", The intended impact of the meme is to create a sense of humor and to suggest that the band members can cure Covid-19., Harmful,1,0
covid_memes_5580.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5580.png,"[Q1]: The meme contains a picture of a man drinking from a bottle and a caption that reads ""Sir... It's time for your medicine.""
[Q2]: The explicit relationship between the text and image is that the man is drinking from a bottle, which is being used as a metaphor for taking medication.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to make light of the idea of taking medication, but it does not have any malicious intent towards individuals, organizations, communities, or societies.
[Q7]: Non-harmful."," The meme contains a picture of a man drinking from a bottle and a caption that reads ""Sir... It's time for your medicine."""," The explicit relationship between the text and image is that the man is drinking from a bottle, which is being used as a metaphor for taking medication."," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques."," The intended impact of the meme is to make light of the idea of taking medication, but it does not have any malicious intent towards individuals, organizations, communities, or societies.", Non-harmful.,0,1
covid_memes_5581.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5581.png,"[Q1]: The meme contains a picture of Abraham Lincoln and a picture of Donald Trump.
[Q2]: The text is a comparison between Abraham Lincoln and Donald Trump.
[Q3]: No
[Q4]: No
[Q5]: No
[Q6]: The intended impact of the meme is to compare and contrast the two individuals and their success.
[Q7]: Harmful", The meme contains a picture of Abraham Lincoln and a picture of Donald Trump., The text is a comparison between Abraham Lincoln and Donald Trump., No, No, No, The intended impact of the meme is to compare and contrast the two individuals and their success., Harmful,1,1
covid_memes_5582.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5582.png,"[Q1]: Masks were shipped to a New Jersey warehouse, but New York wasnt told. 3000 of the wrong kind of masks were shipped.
[Q2]: The image is a stitching of two images, one of a man with a funny face and the other of a shipment of masks. The text is a caption about masks being shipped to a warehouse.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion
[Q6]: The intended impact is to make people laugh and make a joke about the situation.
[Q7]: Harmful"," Masks were shipped to a New Jersey warehouse, but New York wasnt told. 3000 of the wrong kind of masks were shipped."," The image is a stitching of two images, one of a man with a funny face and the other of a shipment of masks. The text is a caption about masks being shipped to a warehouse.", Yes, Potentially malicious," Loaded language, exaggeration/minimization, slogans, appeal to authority, thought-terminating cliches, repetition, obfuscation, intentional vagueness, confusion", The intended impact is to make people laugh and make a joke about the situation., Harmful,1,1
covid_memes_5583.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5583.png,"[Q1]: The meme contains text and images related to HIV, Trump, and a political message.
[Q2]: The text and images are combined to create a political statement about HIV and Trump.
[Q3]: Yes, the meme is a stitching image combining text and images.
[Q4]: Potentially malicious.
[Q5]: The meme uses loaded language, exaggeration, and misrepresentation to create a political statement.
[Q6]: The intended impact of the meme is to create a political statement and influence public opinion.
[Q7]: Harmful."," The meme contains text and images related to HIV, Trump, and a political message.", The text and images are combined to create a political statement about HIV and Trump.," Yes, the meme is a stitching image combining text and images.", Potentially malicious.," The meme uses loaded language, exaggeration, and misrepresentation to create a political statement.", The intended impact of the meme is to create a political statement and influence public opinion., Harmful.,1,0
covid_memes_5584.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5584.png,"[Q1]: The meme contains a picture of a man with a hat on and the words ""Virginia Pastor Landon Spradlin who claimed Covid-19 'Hysteria' was Plot Against Trump Dies from the Virus.""
[Q2]: The image is a stitched image of a man wearing a hat and the words ""Virginia Pastor Landon Spradlin who claimed Covid-19 'Hysteria' was Plot Against Trump Dies from the Virus.""
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: Loaded language, appeal to authority, exaggeration/minimization, slogans, appeal to strong emotions, transfer
[Q6]: The intended impact of the meme is to spread misinformation and fear about the COVID-19 virus and to promote conspiracy theories about the virus being a plot against Trump.
[Q7]: Harmful"," The meme contains a picture of a man with a hat on and the words ""Virginia Pastor Landon Spradlin who claimed Covid-19 'Hysteria' was Plot Against Trump Dies from the Virus."""," The image is a stitched image of a man wearing a hat and the words ""Virginia Pastor Landon Spradlin who claimed Covid-19 'Hysteria' was Plot Against Trump Dies from the Virus.""", Yes, Potentially malicious," Loaded language, appeal to authority, exaggeration/minimization, slogans, appeal to strong emotions, transfer", The intended impact of the meme is to spread misinformation and fear about the COVID-19 virus and to promote conspiracy theories about the virus being a plot against Trump., Harmful,1,1
covid_memes_5586.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5586.png,"[Q1]: The meme contains a picture of Obama and Biden with the words ""Obama"" and ""Biden"" above them.
[Q2]: The explicit relationship between the text and image is that the text is describing a conversation between Obama and Biden.
[Q3]: No, the meme is not a stitching image.
[Q4]: No, the meme does not use any of the listed propaganda techniques.
[Q5]: No, the meme does not use any of the listed propaganda techniques.
[Q6]: The intended impact of the meme is to depict a conversation between Obama and Biden.
[Q7]: Non-harmful."," The meme contains a picture of Obama and Biden with the words ""Obama"" and ""Biden"" above them.", The explicit relationship between the text and image is that the text is describing a conversation between Obama and Biden.," No, the meme is not a stitching image."," No, the meme does not use any of the listed propaganda techniques."," No, the meme does not use any of the listed propaganda techniques.", The intended impact of the meme is to depict a conversation between Obama and Biden., Non-harmful.,0,1
covid_memes_5587.png,/root/autodl-tmp/projects/PromptHate/Dataset/harmc/images/covid_memes_5587.png,"[Q1]: The meme contains a picture of a monster with the words ""Dis gon be Trump tomorrow after they inject him with an experimental covid vaccine.""
[Q2]: The text implies that the monster represents Trump and the vaccine is experimental, suggesting that the vaccine will make Trump worse.
[Q3]: Yes
[Q4]: Potentially malicious
[Q5]: The meme uses loaded language, exaggeration, and misrepresentation to create a fearful and prejudiced response.
[Q6]: The intended impact is to create fear and distrust in the experimental vaccine and Trump.
[Q7]: Harmful"," The meme contains a picture of a monster with the words ""Dis gon be Trump tomorrow after they inject him with an experimental covid vaccine."""," The text implies that the monster represents Trump and the vaccine is experimental, suggesting that the vaccine will make Trump worse.", Yes, Potentially malicious," The meme uses loaded language, exaggeration, and misrepresentation to create a fearful and prejudiced response.", The intended impact is to create fear and distrust in the experimental vaccine and Trump., Harmful,1,1
